species,host_sites,cases_total,cases_done,sites_with_energy,sites_missing,extxyz,cif
Si,64,64,64,64,0,/home/alexander/research/projects/poly_axis_interfaces/micro_papers/mp1.1-sigma3-112-reproduction/data/structures/interfaces/1-axis/112/plots/vacancy_site_maps/Si/Si_site_map.extxyz,/home/alexander/research/projects/poly_axis_interfaces/micro_papers/mp1.1-sigma3-112-reproduction/data/structures/interfaces/1-axis/112/plots/vacancy_site_maps/Si/Si_site_map.cif
